0.756	0.35
0.947	0.01
0.916	0.24
1.13	0.16
1.191	-0.16
1.01	0.31
0.816	-0.04
0.945	0.29
1.025	0.12
1.207	0.21
0.917	0.41
1.18	-0.08
1.218	0.15
1.176	-0.16
1.403	0.05
1.36	0.08
1.236	0.11
1.022	0.26
0.929	0.03
0.886	0.06
1.404	0.19
1.26	0.2
1.512	0.22
1.28	0.13
1.179	0.27
1.048	0.23
0.939	0.33
1.259	0.07
1.284	0.3
1.387	0
1.099	0.02
1.543	0.074
1.163	0.24
1.273	-0.18
0.976	0.27
0.887	0.28
1.093	0
0.645	-0.127
1.013	-0.03
1.296	-0.077
1.47	-0.25
1.29	-0.13
1.212	0.1
1.255	0.035
1.642	-0.08
1.51	0.13
1.28	0.01
1.28	0.12
0.986	-0.06
1.1	0.15
1	-0.39
1.49	-0.1
0.962	0.05
0.967	0.33
0.871	0
0.97	0.1
1.131	0.3
1.037	0.28
1.303	0.24
0.882	0.15
0.91	0.03
1.08	0.3
0.759	0
1.121	0.28
1.212	0
0.994	0.02
1.299	-0.02
1.415	0.09
0.929	0.01
1.032	0.16
1.209	-0.157
1.093	0.06
1.275	0
1.099	0.39
1.062	0.29
0.955	0.25
1.317	0.21
1.135	0.13
1.001	0.43
0.837	0.05
0.86	0.32
1.272	0.02
0.917	-0.06
0.936	0.19
1.168	0.3
1.187	0.3
1.111	0.22
0.964	0.01
0.849	0.25
1.056	0.21
1.03	0.34
1	0.27
1.06	0.08
0.74	0.17
1.03	0.3
0.926	0.05
1.9	0.26
1.95	0.3
0.85	-0.28
1.68	0.19
0.9	0.21
0.794	-0.02
1.335	0.28
0.791	-0.06
1.56	0.11
1.6	-0.35
0.96	-0.078
1.32	0.08
1.07	-0.24
1.1	-0.078
0.91	0.01
1.15	0.1
1.12	0.314
1.19	0.18
0.843	0.04
1.85	0.2
1	0.14
1.01	0.1
1.047	0.1
1.2	0.25
0.78	-0.36
1.94	0.07
1.4	0.07
0.585	-0.24
1.49	0.13
0.75	0
1.364	0.18
0.93	-0.22
0.84	-0.71
0.92	0.33
1.19	0.31
1.58	0.18
1.07	0.27
0.9	-0.74
1.05	0.04
1.23	0.1
1.125	0.17
1.91	-0.21
1.18	0.16
1.13	0.31
1.01	0.05
0.756	0.02
1.1	0.24
1.2	-0.57
1.07	0.29
1.145	0.56
0.84	0.08
0.65	0.17
0.99	0.25
0.79	-0.02
1.61	0.25
1.09	0.18
1.01	-0.19
0.95	-0.306
0.93	-0.281
0.81	-0.74
1.07	0.25
1.33	-0.07
0.86	0.18
1.29	0.01
1.02	0.03
1.35	-0.13
1.07	0.35
1.1	0.11
1.1	0.04
0.99	0.19
1.69	0.23
1.09	0.21
1.51	0.15
0.95	0.29
0.889	-0.31
1.12	0.12
1.9	-0.14
1.02	0.19
0.927	0.1
0.58	0.16
0.92	-0.03
1.38	-0.03
1.22	0.29
1.45	0.154
1.3	0.36
1.1	0.26
1.61	0.09
0.94	-0.13
1.023	0.16
0.927	-0.46
1.12	-0.01
0.88	-0.105
1.06	0.26
1.718	-0.22
1.5	0.1
0.92	-0.51
0.93	0.14
1.25	-0.12
0.772	0.05
1.65	0.28
1.125	0.05
1.09	0
1.31	0.21
1.25	0.01
1.01	0.02
1.35	0.37
1.19	0.01
0.75	0.01
1.09	0.21
1.18	0.19
1.13	0.21
0.99	-0.04
0.8	-0.18
0.874	0.16
1.02	0.09
1.5	0.37
1.64	0.05
0.995	0.04
0.88	-0.06
1.09	-0.32
1.4	0.21
1.14	0.3
0.99	-0.49
0.943	0.17
1.275	0.24
1.102	0.19
1.02	-0.52
1.65	-0.07
0.71	-0.62
0.98	-0.16
0.789	0.03
1.47	0.55
1.07	0.28
1.087	0.29
1.28	0.22
1.52	0.04
1.84	0.26
0.78	0.33
0.92	-0.53
1.17	0.3
1.28	0.11
2	-0.29
1.22	0.05
1.06	0.16
1.6	-0.04
1.09	0.29
0.8	-0.03
1.3	-0.24
1.04	0.24
1.1	0.24
0.91	-0.48
1.14	0.3
0.81	-0.2
1.68	-0.15
0.95	-0.15
1.06	0.08
1.17	0.23
1.33	0.29
1.11	-0.2
1.34	0.25
1.44	-0.15
1.13	0.37
1.04	0.1
0.98	0.1
1.045	0.18
0.74	-0.19
1.22	0.19
1.56	0.14
1	-0.05
0.94	0.06
0.813	-0.38
1.3	-0.06
1.6	-0.09
0.78	0.04
1.25	0.21
1.148	0.02
1.09	0.19
1.68	0.12
0.94	-0.08
1.05	0.18
1.15	-0.21
1.22	0.16
1.22	0.17
0.87	0.23
1.3	0.244
1.06	0.25
1.36	-0.17
0.9	0.23
1.02	0.37
1.02	-0.135
0.85	0.38
1.05	-0.13
1	-0.04
1.24	0.19
1.2	-0.25
1.16	0.09
1.13	-0.17
1.25	0.03
1.19	0.29
1.07	0.05
1.13	-0.11
0.99	-0.0229
1.54	0.27
1.33	0.343
0.75	-0.37
1.1	-0.24
1.13	0.34
1.14	0.07
1.5	-0.36
1.27	0.32
1.47	-0.25
1.25	-0.18
1.69	-0.26
1.18	0.206
1	-0.49
1.09	-0.11
0.93	0.16
1.2	0.22
0.8	0.3
1.24	0.24
1.06	0.36
0.68	-0.75
0.734	0.13
1.74	-0.11
0.85	-0.24
0.9	-0.11
1.05	0.33
1.219	0.243
0.92	0.13
1.35	-0.06
1.23	0.16
0.88	0
1.13	-0.15
0.94	0.11
0.95	0.03
1.48	0.05
1.24	0.366
1.25	-0.12
1.07	0.14
1.15	0.04
0.79	0.05
0.83	-0.442
1	0.34
1.085	-0.24
1.48	0.27
1.36	0.26
1.1	0.09
1.08	0.32
0.77	-0.31
2	0.14
1.1	0.194
0.7	-0.09
0.4	-0.01
0.99	0.2
0.92	-0.43
0.83	-0.09
1.13	0.453
0.87	-0.284
1.015	-0.09
0.85	-0.34
1.72	0.14
0.96	0.4
1.38	0.28
1	0.03
1.02	0.29
0.82	-0.17
0.83	0.29
0.91	0.24
0.99	0.23
1.74	0.01
1.81	-0.02
0.82	-0.22
0.94	-0.68
0.93	0.17
1.07	0.25
1.27	0.23
1.04	-0.07
1.2	0.21
1.56	0.15
1.01	-0.5
1.55	0.06
0.92	0.13
1.91	-0.02
1.9	0.15
1.44	-0.26
1.47	0.19
0.8	0.11
0.865	-0.16
0.79	-0.52
0.92	-0.12
1.1	-0.32
1.14552	0.31
1.36	0.25
0.96	-0.06
1.12	0.29
1.2	0.24
0.86	-0.05
1	0.16
0.89	0.28
0.95	-0.02
1.02	0.25
1.05	0.29
0.89	0.03
1.08	0.25
1.29	0.16
1.24	0.13
1.05	-0.11
1.05	0.29
1.41	0.25
1.28	0.27
1	0.14
1.17	-0.11
0.75	-0.51
0.93	0.35
0.832	-0.15
1.06	0.24
0.98	0.43
0.96	-0.16
2.1	-0.359
1.06	-0.31
1.18	0.32
0.9	0.35
1.13	0.02
0.76	-0.07
0.69	-0.33
1.17	0.05
1.21	0.257
1.02	-0.04
1.42	0.202
1.35	0.14
1.66	0.04
1.12	-0.17
0.82	0.093
1.2	0.34
1.028	-0.14
1.4	0.18
0.84	-0.24
1.03	0.39
1.13	0.32
0.7	0.15
1	0.09
1.58	0.05
1.2	-0.18
1.12	0.11
0.95	0.41
1.02	-0.3
0.91	-0.24
1.31	0.34
0.85	-0.23
1.3	-0.02
0.93	0.315
0.83	0.36
1.72	0.14
2.1	0.31
0.78	-0.26
0.87	-0.12
0.775	-0.16
1	-0.059
0.67	-0.07
0.99	0.26
1.15	-0.11
0.78	0.1
0.34	0.32
0.73	0.09
1.54	-0.31
0.93	0.25
1.63	0
1.05	0.065
1.74	0.2
1.4	0.15
0.49	0.4
1.17	-0.15
0.95	0.23
1.93	0.29
1.3	0.015
1.11	0.25
1.56	-0.47
0.92	-0.07
1.01	0.26
1.121	0.33
1.35	-0.12
0.738	-0.34
1.01	0.03
0.8	-0.54
0.74	0.15
0.463	0.08
0.918	0.21
0.47	-0.37
0.72	-0.46
0.68	-0.33
0.71	0.15
0.413	0.09
0.93	0.1
0.89	0.14
0.257	0.26
0.612	-0.3
0.984	0.136
0.91	0.08
1.281	0.24
0.663	0.04
1.53	0.32
0.63	-0.12
0.53	-0.51
0.97	-0.14
0.97	0.01
1.11	-0.047
0.97	-0.07
0.8	0.29
0.79	-0.01
0.24	-0.46
1.16	0.42
1.51	0.14
0.281	-0.86
1.12	0.42
1.335	0.052
1.112	0.09
1.438	0.18
1.181	0.047
1.211	-0.002
1.635	-0.018
1.524	0.09
1.62	-0.12
1.31	-0.015
1.458	-0.405
1.282	0.048
1.204	-0.116
1.126	-0.27
1.535	0.139
1.211	0.27
0.98	-0.42
0.91	-0.15
1.109	0.02
1.4	0.35
0.9	-0.03
1.22	0.04
1.11	0.01
1.11	-0.04
1	0.02
0.78	-0.4
0.73	0.03
0.81	-0.01
0.59	-0.12
0.86	-0.01
0.91	0.08
0.95	0.05
0.81	0.04
0.88	-0.06
1.49	0.06
0.99	-0.03
0.93	0.04
0.91	-0.05
0.7	0.01
0.81	0.18
0.87	0
0.89	-0.05
0.71	0.06
0.93	0.05
0.81	-0.1
1.09	-0.03
0.79	-0.02
0.91	-0.06
0.9	-0.09
0.82	0.01
1.099	0.07
0.8	-0.01
1.09	0.03
0.77	0.16
0.94	0.06
0.83	-0.06
0.98	-0.03
0.95	0.04
0.82	-0.03
0.87	-0.04
0.79	0.01
0.81	-0.777
0.98	0.01
1.06	0.01
0.75	-0.1
0.92	-0.11
1.08	0.04
0.86	-0.03
1.04	0
1.08	0.29
0.75	0.01
0.51	-0.33
1.28	-0.22
1.09	0.03
1.43	0.04
1.03	0
0.74	0.1
1.22	0.09
0.98	-0.02
1.12	0.02
1.07	0.01
0.73	-0.06
0.75	-0.15
1	-0.12
0.99	-0.03
1.09	-0.03
0.75	0.11
1.09	0.09
0.85	0
0.94	-0.01
0.98	-0.03
0.95	0.03
1.01	0.03
0.99	0.04
1.21	0.03
0.86	0.01
1.2	0.07
1	0
0.6	-0.06
0.56	-0.17
0.79	-0.01
1.02	0.03
0.94	-0.01
1.08	0.21
0.87	-0.026
1.1	0.09
0.88	0.01
1.03	-0.06
0.81	-0.02
1.12	-0.02
1.11	0.08
0.7	0.06
0.96	0.01
1.08	0.05
0.52	-0.09
1.069	-0.08
0.86	-0.04
1.01	0
0.99	-0.09
1.13	-0.01
1.14	0.06
0.94	-0.09
0.66	-0.1
0.82	-0.11
0.99	-0.02
1.01	-0.02
0.95	0
1.21	0.05
0.94	-0.04
0.96	-0.08
1.11	-0.01
1.3	0.13
0.71	0.28
1.11	0
0.86	0.01
0.88	-0.09
1.05	0.04
0.73	-0.16
1.1	0.02
1.34	0.04
1.12	0.18
0.87	-0.08
1.6	-0.51
0.95	0.01
0.95	0.03
0.96	0
1.11	0.03
0.78	-0.04
1.29	0.12
0.92	-0.03
0.93	0.05
0.35	-0.59
0.95	-0.09
0.92	-0.26
0.97	0.04
0.94	0.04
1	-0.04
0.75	0.05
0.9	-0.06
1.03	0.05
0.87	-0.01
0.93	-0.02
0.84	-0.1
0.96	0.02
0.72	0.03
1.5	0.05
0.95	0.04
0.94	0.05
0.71	-0.003
0.76	-0.08
1.01	0.04
0.97	0.02
0.81	-0.06
0.98	-0.03
0.79	-0.13
0.74	-0.06
1.09	0.11
0.81	-0.02
1.02	0.02
1	-0.081
0.76	0.01
0.88	-0.11
0.55	-0.25
0.91	0.03
1.26	0.04
1.03	0.04
1	0.02
0.76	0.05
1.41	0.18
1.19	0.04
1.16	-0.064
0.92	0.01
0.59	-0.35
0.89	-0.03
1.22	0.02
0.85	-0.03
1.13	0.05
0.9	-0.02
0.79	-0.05
0.87	0.13
1.24	0.26
0.8	-0.09
1.58	-0.01
0.92	-0.04
0.86	0
1.04	-0.04
0.9	-0.04
1.01	-0.01
0.98	0.02
0.8	-0.05
0.84	-0.03
0.86	0.18
1.09	0
1.17	0.03
1.04	0.01
1	0.04
1.05	-0.04
0.96	-0.04
0.95	0
1.06	-0.01
1.04	0
1.11	0.08
0.76	-0.02
0.85	-0.08
0.86	-0.16
1.08	0.12
0.94	0
0.74	-0.25
0.98	0
0.78	0.06
0.93	0.03
0.94	-0.27
1.166	0.07
0.74	0.04
1.15	0.03
1.03	0.06
0.64	0.01
1.03	0.06
0.84	-0.04
0.8	0.07
1.06	0.05
0.8	-0.03
1.23	0.12
0.94	0.04
0.96	-0.08
1.1	0.03
1.14	0.13
0.85	0.05
0.95	0.01
0.99	0.03
1.06	0.07
1.06	-0.02
1.25	0.05
0.99	-0.202
1	-0.04
0.87	0.09
0.84	-0.04
0.8	0.04
1.18	0.14
1.13	0.01
1.02	-0.08
0.97	-0.04
0.78	-0.18
0.54	-0.06
1.03	-0.199
1.06	0.01
1.01	0.06
0.92	0.06
1.16	0.02
0.8	0.01
0.93	0.01
0.86	-0.09
0.94	0.12
1.3	0.05
1.4	0.22
0.98	0.04
0.84	-0.09
0.77	-0.05
0.96	0.01
1.46	0.05
0.86	-0.01
0.73	-0.03
0.86	-0.05
1.21	0.24
1.19	0.06
0.55	0.126
0.99	0.04
0.92	-0.04
1.06	0.03
0.97	-0.14
0.78	-0.1
1.08	0.02
1.17	0.05
0.9	-0.09
0.99	-0.07
0.8	-0.07
1.06	0.01
0.82	0.03
0.99	-0.02
0.84	-0.03
0.99	-0.02
0.71	-0.1
0.8	-0.07
1.15	0.07
1.06	0.05
1.1	0.07
1.28	-0.02
1.13	-0.01
1.06	0.06
0.94	0.03
1.45	0.11
1.23	0.04
1.14	-0.02
0.94	-0.01
1.11	0.02
1.21	0.06
1.17	-0.048
1.2	0.04
0.87	-0.04
0.92	0.01
1.16	0.04
0.84	0.03
1.2	0.16
1	0.03
0.96	-0.05
1.2	0.14
1.1	0.02
0.95	-0.02
0.84	-0.04
0.95	0.08
1.18	0
0.99	-0.03
0.92	0.04
0.87	-0.04
0.99	-0.04
1.45	0.13
0.94	-0.01
2.05	-0.14
1	0.02
1.29	0.05
0.85	0.01
0.86	0.04
1.01	0.04
0.85	-0.05
0.97	0.01
0.98	0
1.06	0.06
0.35	-0.13
0.85	-0.03
1.02	0.12
0.91	-0.07
1.05	0.09
0.99	-0.02
0.92	0
0.6	-0.22
0.8	0.07
1.04	0.03
0.83	-0.01
0.73	-0.01
0.557	-0.03
0.8	0.1
0.54	-0.45
0.9	-0.07
1.18	0.02
0.78	0.05
0.93	0.01
1.45	0.02
1.02	-0.03
1	0
0.72	0.02
0.97	0.08
0.72	0.05
0.95	0
0.94	-0.04
0.94	-0.03
0.77	-0.07
0.94	0.05
0.7	-0.09
1.04	0
0.94	0.01
1.27	0.07
0.79	0.19
0.93	0.03
0.95	-0.16
1.09	0.06
1.32	0.04
1.14	0.04
0.82	-0.11
1.04	-0.01
1.16	0.03
0.55	-0.06
0.7	-0.03
1.11	0
0.76	-0.06
1.16	0.03
0.88	-0.04
0.82	-0.02
0.93	-0.06
0.82	-0.08
0.78	0.11
1.51	0.06
0.83	0
0.8	0.06
0.76	-0.09
1.49	0.04
1	0.03
0.62	-0.02
0.62	-0.06
1.07	0.1
0.99	0
1.19	0.05
0.87	-0.07
0.98	0.05
1.22	0.03
0.85	-0.13
1.47	0.09
0.98	0.07
0.86	0.05
0.7	0.03
0.83	-0.04
0.96	0.1
0.96	-0.1
1.36	0.3
1.26	0.03
0.78	-0.06
1.15	0.41
1.02	0.11
0.82	0.02
0.63	0.02
0.81	-0.14
1.08	0.154
0.98	-0.01
1.03	0.04
0.88	-0.11
0.95	-0.09
1.64	0.06
1.17	0.12
1.18	0.04
1.09	0
1.13	0.01
0.97	-0.03
1.512	0.12
0.83	0.04
1.07	0.04
0.9	0.03
1.11	0.03
0.84	-0.09
1.05	0.03
1.05	0.04
1.1	0.05
1.21	0
0.83	-0.03
1	0.538
0.63	0.01
0.95	-0.04
1.06	0.04
0.84	-0.05
0.8	-0.02
0.89	0.12
1.09	0.03
1.02	0.02
0.77	0
1.01	0.04
0.99	-0.274
0.82	-0.1
1.25	0.05
1.15	0
0.79	-0.02
1.02	0.01
0.97	-0.03
1.02	0.03
1.01	0.06
1.28	0.35
1.05	0.04
0.77	-0.03
1.03	0.07
1.09	0.02
1.14	0.07
1.47	0.19
1.21	-0.03
1.06	-0.01
0.93	-0.02
0.97	0.2
0.46	-0.03
1.03	-0.326
0.98	0.04
1	0.01
1.34	0.26
1.19	0
1.03	0.06
1.13	-0.03
0.81	0.11
0.97	-0.03
0.95	-0.16
1.08	0.04
1.418	0.13
0.71	-0.02
1	0.01
1.41	0.14
0.97	0.01
0.9	-0.02
0.62	-0.02
0.64	-0.09
1.01	-0.05
0.96	0.02
0.78	0.01
0.7	-0.02
0.79	-0.04
1	0.06
0.96	0
1.02	0.03
0.75	-0.06
1.01	-0.07
0.86	-0.07
1.04	0.03
0.92	0.02
1.01	0.078
0.8	-0.01
0.95	-0.03
1.16	0.03
1.09	-0.01
1.04	0.04
1.18	0.03
0.98	0.06
0.81	-0.06
1.04	0.03
0.99	-0.02
0.85	0.07
0.8	0.04
0.88	-0.04
1.25	0.04
0.94	-0.17
1.11	0.02
1.08	0.06
1.38	0.04
1.05	0.06
0.93	-0.13
0.9	-0.08
1	0.06
0.77	0.06
1.06	0.06
0.96	0.01
1.03	0.06
1.18	0.05
0.96	0.01
0.86	-0.01
0.82	-0.01
1.018	0.36
1	-0.05
1.2	0.04
1.44	0.05
0.77	-0.19
0.85	-0.17
0.93	-0.18
0.95	-0.05
0.89	-0.03
1.14	0.01
1	0.03
0.83	-0.102
1.19	0.04
1.17	0.14
0.73	0.2
0.99	0.14
1.21	0.14
1.3	0.07
1.04	0.03
1.58	0.01
1.54	0.06
0.94	-0.07
0.81	-0.05
0.96	-0.07
0.97	0
1.17	0.04
1.07	0.27
0.73	-0.01
1.21	0.07
1.03	0.03
0.81	-0.03
0.92	0.03
1.16	-0.03
0.91	-0.1
1.31	0.03
0.9	-0.01
1.08	0
0.71	0.05
0.81	-0.08
1.03	0.02
0.84	-0.01
0.89	-0.391
0.74	0.1
0.86	-0.04
0.94	0.06
1.39	0.07
0.81	0.02
0.84	-0.06
0.95	0.01
1.12	0.04
0.99	0.05
0.88	0.02
0.58	-0.363
1.07	0.01
1.14	0.01
0.85	-0.07
0.85	-0.09
0.84	-0.1
1.04	0.03
0.97	0.08
1.11	0.02
0.83	0
0.86	-0.04
1.02	0.04
1.07	0.04
1.02	0.11
1	0.02
0.93	0.03
0.76	-0.16
0.84	-0.07
0.95	-0.03
1.09	0.09
1.25	0.06
0.92	-0.04
1.23	0.04
0.97	0.08
1.01	0.02
1.06	0.08
0.95	-0.07
1.05	0.05
0.78	0
0.9	-0.13
0.75	0.11
1.47	0.12
1.12	0.07
0.28	0.48
0.94	-0.07
1.1	0
0.94	0.08
1.45	0.06
1.08	0.07
0.96	-0.14
1.18	0.08
1.11	0.03
1.1	0.01
1.18	0.04
0.81	0.02
1.06	0.03
0.84	-0.02
0.95	-0.11
1.25	0.02
1.07	0.04
0.99	0.02
0.8499	-0.3
0.86	0.07
1.04	0.05
1.22	0.02
1.21	0.07
0.81	0.02
0.86	-0.01
0.9	0.01
1.14	0.05
0.75	-0.24
1.18	0.1
0.77	-0.093
0.91	0.1
0.94	0.01
0.96	0.03
1.08	0.01
0.79	-0.17
1.04	0.06
1.21	0.02
1.15	0.01
1.41	0.04
1	-0.07
1.15	0.03
1.15	0.03
1.31	0.04
1	0.04
0.5	0.06
0.96	0.01
1.51	0.04
0.87	-0.1
0.55	0.17
1.01	0.05
0.96	-0.016
0.66	-0.46
0.97	0.04
1.12	0
1.2	0.02
0.92	0.02
0.89	0.06
1.01	0.03
1.02	0.07
0.97	-0.01
1.12	-0.03
1.11	-0.125
1.27	0.1
1.12	-0.02
0.88	-0.01
0.92	-0.01
0.89	-0.1
1.02	0.04
0.24	0.04
0.219	-0.15
0.326	-0.11
0.522	-0.16
0.76	0.052
0.86	0.238
1.16	0.26
0.86	0.012
0.78	-0.786
1.04	-0.023
0.93	0.091
0.972	0.2
0.84	-0.194
1.14	0.077
0.79	-0.051
0.478	-0.28
0.85	-0.345
0.79	-0.134
0.936	-0.13
0.84	0.009
0.85	0.006
0.93	-0.14
0.912	0.02
1.17	-0.279
0.98	-0.107
0.96	-0.213
0.94	-0.149
1.34	-0.15
0.97	0.106
0.94	-0.051
0.77	-0.618
0.97	-0.29
0.72	-0.413
0.74	-0.309
0.86	-0.145
0.58	-0.011
0.59	0.087
0.56	0.119
0.7	-0.077
1.43	0.143
0.74	-0.016
0.89	0.241
0.8	-0.028
0.86	0.143
0.884	0.21
1.22	0.01
0.8	0.063
0.91	-0.156
0.52	-0.67
0.97	0.212
1.02	0.061
0.8	0.415
0.65	-0.21
0.88	-0.034
0.87	0.14
1.32	-0.19
1.03	-0.311
0.99	0.106
0.56	0.028
0.98	0.02
0.65	0.41
0.79	-0.161
1.24	0.184
0.96	0.012
1.19	-0.315
1.23	-0.57
0.75	0.34
0.91	-0.169
0.98	0.012
1.09	-0.374
0.85	-0.063
0.89	-0.219
1.08	0.05
1	0
1.03	0.07
0.88	0.077
1.01	0.134
0.65	-0.121
0.97	-0.052
0.99	0.18
0.94	-0.238
0.91	-0.178
0.59	0.102
0.8	0.523
0.83	-0.071
0.82	0.155
0.78	0.158
1.21	-0.08
0.85	-0.299
1.06	-0.057
1.23	0.076
0.9	-0.112
1.02	0.157
0.78	-0.403
0.53	-0.48
0.95	0.258
1.05	0.145
1.29	0.487
0.58	0
0.91	-0.06
1.09	-0.078
0.86	-0.009
0.87	-0.171
0.98	0.133
0.55	-0.042
0.98	-0.186
0.53	-0.572
0.78	-0.097
0.51	-0.85
0.8	0.05
0.54	-0.472
1	-0.074
0.99	-0.106
0.89	-0.401
0.96	-0.131
1.1	-0.106
0.84	-0.237
2.0687	-0.07
0.94	-0.139
1.13	-0.053
1.04	-0.138
0.9	-0.097
0.59	-0.266
0.97	-0.031
1.04	-0.068
1.15	-0.039
0.97	-0.091
1.6971	-0.34
1.03	-0.308
0.89	-0.134
0.79	-0.175
0.54	-0.194
0.65	-0.036
1.05	-0.051
0.97	-0.325
0.78	0.051
0.95	-0.027
1.07	-0.039
0.95	-0.12
1.07	-0.137
0.77	-0.718
1.23	0.299
1.2	-0.026
0.99	-0.046
1.05	-0.081
0.75	0.247
0.71	-0.489
0.54	0.207
0.803	-0.32
0.94	-0.124
0.94	-0.223
1.15	-0.137
0.87	-0.272
0.84	-0.441
0.89	-0.197
1.05	-0.151
0.88	-0.497
0.96	0.553
1.08	-0.045
0.949	-0.158
1.05	-0.144
0.8	-0.314
0.67	-0.157
0.76	-0.567
1.09	-0.034
0.74	-0.225
1.03	-0.233
0.59	-0.329
0.78	-0.191
1.1	-0.29
0.67	-0.539
1.22	0.02
1.13	-0.297
1.32	-0.217
1.11	-0.129
0.53	-0.163
0.81	-0.129
1.223	0.17
1.48	0.1
1.07	0.18
1.08	-0.2
0.92	0.08
0.94	-0.09
1.3	0.09
1.167	0.27
0.98	-0.05
0.13	-0.48
0.99	0.27
0.794	-0.25
1.15	0.23
1.07	0.26
1.01	0.44
1.32	0.33
1.166	0.2
1.071	0.07
1.35	-0.02
1.198	0.25
1.538	-0.18
0.729	0.01
0.707	0
0.544	0.16
0.884	0.02
1.19	0.26
0.575	-0.3
0.572	-0.57
0.609	-0.37
0.738	-0.01
0.758	-0.55
0.18	0.19
0.22	-0.3
1	0.07
0.59	0.08
1.346	-0.342
1.037	0.21
1.028	0.32
0.98	-0.5
1.04	-0.16
1.01	-0.04
0.902	0.41
0.98	0.04
0.87	-0.28
1.21	0.19
1.23	0.09
1.04	-0.01
1.05	0.06
0.96	0.1
1.14	0.14
1.4	0.04
1.49	0.07
0.85	0.16
1.06	0.12
0.99	-0.01
0.86	0.21
1.03	0.04
0.87	-0.04
0.85	-0.03
0.86	-0.02
0.88	0.17
1.25	0.11
1.01	0.03
0.75	-0.13
1.28	0.09
0.96	-0.1
1.07	0.04
0.79	-0.04
0.91	0
1.07	0.03
0.82	0
1.08	-0.02
1.04	0.37
0.94	0.07
1.36	0.11
1.1	0.02
0.86	-0.07
0.86	-0.03
1.09	0.24
0.98	-0.04
0.87	0
1.374	0.04
1.02	0.03
1.03	-0.03
1.15	0.05
1.01	0.09
0.33	-0.31
0.55	-0.19
1.19	0.09
1.16	0.06
1.16	0.18
1.1	0.01
0.91	-0.35
1	0.01
1.17	0.22
1.02	-0.01
1.28	0.36
0.9	0.08
1.62	0.01
0.95	-0.06
0.96	-0.23
0.89	0.01
1.1	-0.03
1.34	0.25
1.54	0.41
0.93	-0.03
1.09	0.02
0.95	0.11
1.15	0.34
1.28	0.03
1.01	0.02
1.07	-0.1
0.97	-0.08
0.78	-0.03
0.87	0
0.78	0.01
1.05	0.01
1.18	0.13
0.92	0
1.07	0.23
0.96	-0.05
1.048	-0.01
1.02	-0.1
1.41	0.07
0.93	0.02
0.7	-0.19
1.16	0.02
1.04	0.03
1.11	0.14
0.78	0.01
0.93	0
0.88	-0.03
0.87	-0.02
0.65	-0.09
1.03	0.01
0.92	0.21
0.93	0.14
1.03	0
1	0.03
1.11	0.02
0.85	-0.06
0.96	0.03
1.32	0.2
0.34	-0.39
0.96	0.02
0.93	-0.04
0.8	-0.08
0.95	-0.01
